"","group","year_mid","parameter","0.1","0.5","0.9"
"1",902,1985,"mmr",451.794908032085,494.679302366775,549.648996064385
"2",902,1985,"pm",0.19860624652872,0.217457960972712,0.241622298250591
"3",902,1985,"maternal_deaths_aggregated_samples",538200.684193221,589286.71894442,654769.366561698
"4",902,1985,"maternal_deaths_summation_of_country_estimates",572271.417994213,572271.417994213,572271.417994213
"5",902,1985,"mmr_rate",0.000637931358195691,0.000637931358195691,0.000637931358195691
"6",902,1985,"pm_mean",0.219228835250675,0.219228835250675,0.219228835250675
"7",902,1985,"mmr_mean",498.707735487748,498.707735487748,498.707735487748
"8",902,1985,"births",119125000,119125000,119125000
"9",902,1985,"hiv_related_indirect_mmr",1.8779456188254e-06,1.8779456188254e-06,1.8779456188254e-06
"10",902,1985,"hiv_related_indirect_maternal_deaths",223.710271842576,223.710271842576,223.710271842576
"11",902,1985,"hiv_related_indirect_percentage",0.0390916381298006,0.0390916381298006,0.0390916381298006
"12",902,1985,"lifetime_risk",0.0177419044556426,0.0194358975455357,0.0216591685585932
"13",902,1985,"lifetime_risk_1_in",56,51,46
"14",902,1986,"mmr",431.948904087797,470.824594407784,519.859920710994
"15",902,1986,"pm",0.194511614722561,0.212017790166076,0.234098967841078
"16",902,1986,"maternal_deaths_aggregated_samples",527772.448970634,575272.322431207,635185.645521521
"17",902,1986,"maternal_deaths_summation_of_country_estimates",560427.81747375,560427.81747375,560427.81747375
"18",902,1986,"mmr_rate",0.000600040886270009,0.000600040886270009,0.000600040886270009
"19",902,1986,"pm_mean",0.213542790909905,0.213542790909905,0.213542790909905
"20",902,1986,"mmr_mean",474.211139735525,474.211139735525,474.211139735525
"21",902,1986,"births",122184000,122184000,122184000
"22",902,1986,"hiv_related_indirect_mmr",2.72136043976698e-06,2.72136043976698e-06,2.72136043976698e-06
"23",902,1986,"hiv_related_indirect_maternal_deaths",332.506703972488,332.506703972488,332.506703972488
"24",902,1986,"hiv_related_indirect_percentage",0.0593308707393103,0.0593308707393103,0.0593308707393103
"25",902,1986,"lifetime_risk",0.0167706291378178,0.0182735208025809,0.0202259136425762
"26",902,1986,"lifetime_risk_1_in",60,55,49
"27",902,1987,"mmr",422.777920096706,458.910000509857,501.703411123615
"28",902,1987,"pm",0.190805541294254,0.207112450509717,0.226425710469266
"29",902,1987,"maternal_deaths_aggregated_samples",525411.487979382,570314.992233631,623496.931207984
"30",902,1987,"maternal_deaths_summation_of_country_estimates",557303.526058133,557303.526058133,557303.526058133
"31",902,1987,"mmr_rate",0.000573474012012899,0.000573474012012899,0.000573474012012899
"32",902,1987,"pm_mean",0.208114567424412,0.208114567424412,0.208114567424412
"33",902,1987,"mmr_mean",461.130443910059,461.130443910059,461.130443910059
"34",902,1987,"births",124276000,124276000,124276000
"35",902,1987,"hiv_related_indirect_mmr",3.81884888241676e-06,3.81884888241676e-06,3.81884888241676e-06
"36",902,1987,"hiv_related_indirect_maternal_deaths",474.591263711226,474.591263711226,474.591263711226
"37",902,1987,"hiv_related_indirect_percentage",0.0851584893187489,0.0851584893187489,0.0851584893187489
"38",902,1987,"lifetime_risk",0.0159185548934225,0.017286907993251,0.0189367871475948
"39",902,1987,"lifetime_risk_1_in",63,58,53
"40",902,1988,"mmr",418.04905117953,452.088341787608,491.028553219926
"41",902,1988,"pm",0.186756473016834,0.201962960963698,0.219358853921978
"42",902,1988,"maternal_deaths_aggregated_samples",517264.632495968,559382.467944061,607564.359755611
"43",902,1988,"maternal_deaths_summation_of_country_estimates",547915.174703824,547915.174703824,547915.174703824
